2,゜ω゜)っ✂╰ひ╯,SuperGamer,2023-08-09 12:49:19,"
是""中""國產心動公司哪國產不打緊，但至少不能搞錯
",89,0
3,°o.O謎之人物O.o°,D109424,2023-08-09 13:19:09,"
你口中的國產是哪個國?心動公司不在台灣，創辦人也不是台灣人雖然不否認當初看到我也以為是""國產""後來查了一下，根本就是刻意包裝意圖混淆視聽
",26,0
4,七夕夜,a09381199,2023-08-09 19:57:07,不要說我被釣到不過我想講一些比較持平跟客觀點的話請不要貶低國產這兩個字台灣此時此刻的手遊研發跟製作環境以及製作水準~絕對是敢不上26仔共和國別說我反諷還是酸我講這個是千真萬確的最好的技術在他們那最豐富的資金在他們那能夠高價聘請一流聲優/繪師也在他們那所以說國產?我都不知道你是在吃台灣豆腐?還是你在嘴臭26仔?拜託台灣遊戲製作已經落後世界最少十年只有極少數幾間公司~幾款遊戲拿得出檯面上來講連免洗糞game的製作水準跟製作速度還有拐錢營運的技術都遠遠落後阿更別提落後對岸26仔賣鬧阿,51,5
5,樫村愛,tooru0933,2023-08-09 20:26:12,"
中國的，不是國產。如果喜歡戰棋，推薦夢幻模擬戰，不過也是中國的，已經經營快五年了，蠻穩定的，現在入坑會有很多系統要學，會稍微辛苦一點，不過真的是不錯的遊戲。
",5,0
6,中肯到不行,q780402,2023-08-10 00:19:37,"
原來兩岸統一了中國萬歲
",0,0
7,Pisky,kh9240410,2023-08-10 00:46:58,啊？國產？如果這是台灣國產水準那我會給9分中國產就不及格了 比這遊戲好的更多,2,0
8,橫艾,pp771017,2023-08-10 06:35:46,"
選舉要到了 一些神奇言論又開始冒出來這款我是放棄了原因很多
",1,0
9,小心小新,p0909092346,2023-08-10 06:49:00,"
標題不改嗎？？？哪裡來的國產？？值得支持的中國遊戲？
",0,0
10,緋絕,qw79719,2023-08-10 09:46:59,"
直接左轉，無名騎士團，中獎機率比較高還送一堆
",0,0
11,亞瑞斯,u81521824,2023-08-10 10:39:47,玩了大概3小時滿滿皇家騎士團2致敬情懷，連音樂都很像明明是優秀SLG戰棋遊戲偏偏弄成課金制還沒社交跟共鬥要素，整個糞起來後期再進化大概偏玩家守防戰看誰家底厚角色突破高招式多，輪流無恥放的銅臭手油覺得這遊戲有趣的玩家建議等特價單機遊戲皇家騎士2就好，這款真的是炒短線,1,0
12,落花有意流水無情,bighta50460,2023-08-10 10:57:12,"
遊戲內容跟步調還行只是還沒找到特色之處畫面風格都有到位至於抽卡真的太難就玩到可以玩的程度就好了
",0,0
13,阿特嵐,atlearn,2023-08-10 11:49:06,"
原來是 西台灣國的產品
",0,0
14,寫留成荷,onlygame5651,2023-08-10 12:25:12,"
我一開始也以為是國產 結果是中國產~~~~
",1,0
15,D罩杯摸摸嗎?,ccliona,2023-08-10 12:33:06,"
阿六狗狗們承認中國大陸是台灣的，我就認同國產哦
",0,0
16,硬糖發黑,plokplok2,2023-08-10 13:44:51,"看到國產就高潮儲值下去的人講一堆都沒人在意 笑死，好幾樓都在戰 國產與否不過我先支持你說的一點 戰略遊戲的致命傷，這遊戲可以說都包辦了我拿十幾年前的創世紀戰3來對比參考看看雖然主角群的確op強大，但創3 招式夠帥 就當沒事了 但這遊戲 角色有甚麼魅力能夠吸引人的? 一個雷擊 一個補血就滿血 有夠瞎體驗差的不是一點點，動不動就秒來秒去 幻想世界是沒差，但不要設定的這麼鬼畜甚麼三角克制，你給他增商5%就了得 戰棋遊戲就是玩戰略享受的然後劇情看到想吐又是扮演一個失憶人陪著別人到處跑，忙了老半天到底在幹三小?主角就這樣被當成狗牽著走我都說服不了自己繼續玩下去，老實說我也是皇家騎士團的迷，當初就是覺得這款""應該""不錯 但真的太瞎了，差距不是一點點 而是天與地的差別簡單來講還是課金轉蛋 毀了這遊戲鈴蘭之劍的劇情就略顯單薄，角色沒啥魅力 每日任務、每周任務 更是綁死玩家的時間要是做成單機一點還不會這麼讓人反彈，這一款還真的是最差的部分甚麼都學好學滿可能就是遊戲企畫的鍋吧，能感覺遊戲製作者還是有一點巧思在裡面但你也知道，一鍋粥裏面有老鼠屎，就別說粥有多好吃先去想好你們到底想做一款怎樣的遊戲好嗎",2,0
17,阿鵝ฅˊ●ω●ˋฅ,oBlythEo,2023-08-10 14:00:51,"
你們為啥失望要退坑就要公告世人阿?_?根本沒人在意要滾快滾等於等於
",0,0
18,凱瑞歐,james811020,2023-08-10 17:30:50,"
序號限量的，小氣程度爆表這樣想要人家繼續玩真的很難
",1,0
19,Benmusolini,Benmusolini,2023-08-12 14:25:56,拜託 可不可以把國產 兩個字拿掉？仔細查一下 才知道是中國心動，當年代理RO永恆愛那個公司講國產吸引人家進來玩根本是「詐騙」，連7-11招牌的廣告都還買那麼多…,1,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,黎德,e21010371,2023-08-12 02:09:32,"
反正防守失敗也不會扣分升升建築物解個任務 派個雜魚在場上就好
",2,0
2,Yniarcl,yeungchenhe,2023-08-12 14:09:58,"板上有另一個擺爛貼文我也有在參加, 爽領獎勵https://forum.gamer.com.tw/C.php?bsn=71838&snA=316&tnum=52",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,JAMES,bmw9527,2023-08-12 14:05:29,"
請問一下光環算在增益嗎？被動吃得到嗎
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,浪子膏,scott76415,2023-08-12 14:04:30,"
在單機模式中這個是純讓我們賣錢用的嗎？
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,jacky,wongman87,2023-08-12 13:55:08,"
還有現在這個陣容， 應該暫時先儲石？ 等新池？
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,大師兄,yoyo0922,2023-08-11 21:54:50,這是我的，麻煩大家一起幫忙了～https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=eW95bzA5MjI-&id=1,1,0
2,呆鳥,abc5932003,2023-08-11 21:58:35,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=YWJjNTkzMjAwMw--&id=1,0,0
3,江鋒,sunnywong618,2023-08-11 22:03:56,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=c3Vubnl3b25nNjE4&id=1,0,0
4,禹龍,j2310241,2023-08-11 22:25:57,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=ajIzMTAyNDE-&id=4,0,0
5,eric.huang619@gmail.com,zien,2023-08-11 22:57:33,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=emllbg--&id=1,0,0
6,Joaa,s65830056,2023-08-11 23:04:29,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=czY1ODMwMDU2&id=1,0,0
7,sky,skx12345,2023-08-11 23:12:36,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=c2t4MTIzNDU-&id=1,0,0
8,秘刃,aaazzz95,2023-08-11 23:29:17,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=YWFhenp6OTU-&id=3,0,0
9,歐米,omilexi,2023-08-11 23:41:23,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=b21pbGV4aQ--&id=5,0,0
10,CT1105,chungtai1105,2023-08-11 23:50:42,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=Y2h1bmd0YWkxMTA1&id=1,0,0
11,少年狼,darkmurray,2023-08-11 23:58:38,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=ZGFya211cnJheQ--&id=1,0,0
12,軒轅邪風,digital67,2023-08-12 00:03:19,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=ZGlnaXRhbDY3&id=3,0,0
13,月牙嵐,j783282002,2023-08-12 00:42:38,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=ajc4MzI4MjAwMg--&id=1,0,0
14,民,sorry861,2023-08-12 00:43:06,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=eW95bzA5MjI-&id=1,0,0
15,菜小渣,flmh,2023-08-12 00:44:06,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=ZmxtaA--&id=1,0,0
16,K.X,axis506,2023-08-12 00:44:52,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=YXhpczUwNg--&id=3,0,0
17,呆鳥,abc5932003,2023-08-12 02:24:14,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=YWJjNTkzMjAwMw--&id=1,0,0
18,俺是殺豬的,a053706171,2023-08-12 04:26:55,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=Y2h1bmd0YWkxMTA1&id=1,0,0
19,Tank996,hank850928,2023-08-12 07:29:22,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=aGFuazg1MDkyOA--&id=1,0,0
20,兔子,istyqq,2023-08-12 08:27:39,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=aXN0eXFx&id=1,0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,Feiiii,unszeo,2023-08-12 12:33:24,"
好奇怪喔 為什麼暗什麼都沒剋？？
",0,0
2,GYM憲,gymxian,2023-08-12 12:38:47,"
賽跑比賽就是人家跑什麼也要跟著跑
",1,0
3,看著我的眼睛,leon3715,2023-08-12 12:56:58,"
如果照天地劫模式的話後期還會出一個幽屬性，光剋暗，暗剋幽，幽剋光前提是這款遊戲可以撐夠久
",2,0
4,阿特嵐,atlearn,2023-08-12 13:18:58,"
暗客兄
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,黑警死全家,paa4c17,2023-08-12 12:43:33,"
太神了！
",10,34
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,黑警死全家,paa4c17,2023-08-12 12:15:27,進入家具放置版面， 之後點左邊第3個制，就可以放置3隻角色，他們就會自動拿到羈絆值了。,27,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,69大魔王,mummydad,2023-08-11 15:38:11,征服之塔4-5一直過不了...有人能分享怎麼過的嗎?,1,0
2,緋可,white0521,2023-08-11 18:14:03,炸香料法卡爾斷腳配科爾隱形卡位不太清楚香料怎引爆的 不是封測玩家戰法改速度軸跟移動都很好用後面優化部分就是炸玩剩兩隻直接拆旗就可5-5貝拉火牆+法卡爾斷腳卡濫6-5 馬格殭屍抵銷大招這個軸對沒這隻角色的就不好參考了不過開局還是可以看一下,5,0
3,大凱,maple0129,2023-08-12 11:53:04,想要借串問一下 3-5怎麼過🙇🏻‍♂️,1,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,doomtank,doomtank,2023-08-12 06:04:15,"
而且還超級難抽嗎？
",1,0
3,KCC,kcc,2023-08-12 11:44:05,"這遊戲屬於不適合走首抽路線的, 但隨著章節進度給的東西算是不少, 目前推進到第三章已抽了80次, 還有20次沒抽, 沒抽完的原因是兩個Up池的角色已各出過一角, 不如留著等第三池再抽抽中4隻SSR, 加送的1隻共5隻已很夠用, 有些SR角色甚至比SSR角色還好用例如審判者鞭笞和風暴神斧, 之後第七天會拿到大姊頭預計也是相當好用的角色, 即便是無課 角色也練不完, 也無法場場都讓他們出場。其他像是武器、防具、塔羅也是能拿到傳說等級玩到目前為止的感想是這遊戲不用刷首抽, 尤其等級輾壓一切, 什麼困難關卡你等級高了回頭打簡直小菜一疊, 命運螺旋的推進甚至和你抽卡沒半點關係, 要的是你有足夠時間投入解關看劇情, 與其浪費時間刷首抽, 不如早早開局吧, 我前30抽超爛的, 沒半隻版上推薦的神角但練到現在也一樣能打高我10級關卡的",3,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,QQy,co0011,2023-08-10 00:37:04,"

",10,0
2,一緊張就亂射,jeffery0611,2023-08-10 00:42:28,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=amVmZmVyeTA2MTE-&id=1,0,0
5,N!CkY,nicky81515,2023-08-10 00:51:25,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=bmlja3k4MTUxNQ--&id=130晶石也這麼累,1,0
6,肥宅參上上,a19970612,2023-08-10 01:14:10,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=YTE5OTcwNjEy&id=1,0,0
7,Frnak,a7911021313,2023-08-10 01:18:35,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=YTc5MTEwMjEzMTM-&id=2謝謝幫忙也可以在下面貼幫你,0,0
8,530,zxc53001,2023-08-10 01:24:43,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=enhjNTMwMDE-&id=1,0,0
9,ピカチュウ,edisonyeh24,2023-08-10 01:26:42,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=ZWRpc29ueWVoMjQ-&id=1,0,0
10,月月月,Mofan123,2023-08-10 01:33:55,互按謝謝https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=bW9mYW4xMjM-&id=1,0,0
11,Pc,lpcs,2023-08-10 01:44:36,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=bHBjcw--&id=1,0,0
12,說好的不缺電呢,ben824,2023-08-10 01:53:16,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=YmVuODI0&id=1,0,0
13,sky1236,sky1236,2023-08-10 02:17:59,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=c2t5MTIzNg--&id=1,0,0
14,A Plus,love831115,2023-08-10 03:52:41,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=bG92ZTgzMTExNQ--&id=1,0,0
15,中,hot2005,2023-08-10 03:56:22,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=aG90MjAwNQ--&id=1,0,0
16,我是兵刀,Bingdao0105,2023-08-10 06:21:48,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=YmluZ2RhbzAxMDU-&id=1,1,0
17,永夜彈琴夢,pnshxive520,2023-08-10 06:41:49,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=cG5zaHhpdmU1MjA-&id=1 來互點 謝謝,0,0
18,JTREpA,Sakurace,2023-08-10 07:00:27,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=c2FrdXJhY2U-&id=2互點 謝謝~,0,0
19,凱弟,andyggrdkbnk,2023-08-10 07:04:21,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=YW5keWdncmRrYm5r&id=6,0,0
20,KOwong,Tommyw0711,2023-08-10 07:12:49,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=dG9tbXl3MDcxMQ--&id=1,0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,青衣謠,wdrft323,2023-08-12 11:13:42,"
問下,前面好像都沒啥裝備可穿,需要抽個幾抽嗎?還有大概幾等,會開打裝備的關卡?
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,HUANG0,huang0,2023-08-12 09:20:23,"
我試了幾個首抽．自已的google跟手機號都用掉了最後用老婆手機號的TAPTAP帳玩想說課個月卡，結果不行!!我玩別的遊戲，是可以直接用自已的手機課其他帳號的，不需要設定什麼現在要怎麼辦? 有人會嗎?這個號怎麼設定才能用自已手機的小額付款付錢?
",0,0
2,風,rrealhyskoa,2023-08-12 09:28:40,"
從store下載安裝的才可以用google直接課金你的apk是官方link下載的吧，刪了再從store安裝過就可以了
",0,0
3,HUANG0,huang0,2023-08-12 11:10:33,"
重新下載後還是不行@@"" 顯示尚未開通我還去開了其他遊戲儲看看，很正常呀這個遊戲的TAPTAP帳號要怎樣連結到中華電信小額付款?----------------過了幾小時後，忽然就可以了真是見鬼，我什麼都沒做
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,mf3tl4,mf3tl4,2023-08-12 10:30:54,"角色:麥莎, R冰法, R奶 25级2個R火法 15級(很多R卡技能組很強, 而且容易抽到滿星, 其實前期數值不差)裝備需要準備3套: 麥莎杠傷害,火男杠平砍需要1千血左右, 奶為了治療量,冰法和火女沒有裝備需求, 全程吃不到伤害戰術:加速, 行軍沒在油管發過視頻, 客官們湊活看吧:http://b23.tv/BV14p4y1g7Rq",23,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,Game,coolloki,2023-08-11 09:54:48,目前26(快27級)想換進度差不多 有哥洛莉亞和一隻奶的號 或是低進度的歐洲號畢竟這遊戲卡不好抽QQ有興趣的朋友請留言或站內信,0,0
2,Game,coolloki,2023-08-11 09:56:45,圖剛剛沒發成功目前3章打完塔爬到4-4,0,0
3,呆雞～＊,a026485,2023-08-11 10:11:22,借版 皆是50抽想換依蘭娜+貝拉或依蘭娜+任意其他陣營的隊伍也可以問問看價值高兩個號換一個也可,0,0
5,star,a0920249088a,2023-08-12 01:04:18,借版 共20抽想換歌洛莉雅+任意感謝,0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,祖師爺,a875003,2023-08-09 23:30:20,TSZLINGWENDADDYKANNAAJIELIVELANCAT888LICEMOOETLIVE888LILBALL888DADA  60晶RUROROTATGORHSUGAME BERYL41—————————以上失效,152,0
2,黎德,e21010371,2023-08-09 23:32:24,"
謝謝
",0,0
3,六翼,jdlldhs2020,2023-08-10 00:07:03,"
感谢
",0,0
4,小東,zzz316361699,2023-08-10 00:08:02,"
謝謝
",0,0
5,瑋,advid007,2023-08-10 00:13:23,補充一下 昨天 球球的也可以換   LILBALL888,5,0
6,竣乂翔,yokuryuu,2023-08-10 01:12:57,感謝分享(๑•̀ㅁ•́ฅ),0,0
7,Frnak,a7911021313,2023-08-10 01:15:56,"
謝謝
",0,0
8,祖師爺,a875003,2023-08-10 22:55:34,"
更新
",0,0
9,ChristmasLin,ct6aja,2023-08-10 23:13:23,"
可以請問要從哪裡輸入嗎
",0,0
10,祖師爺,a875003,2023-08-11 20:03:56,"
HSUGAME
",2,0
11,黎德,e21010371,2023-08-11 20:08:44,"
沒看過這麼小氣的 哀 流失很多玩家了
",1,0
12,追夢人,john98741,2023-08-11 21:08:46,"
今天加入的沒的換阿
",0,0
13,祖師爺,a875003,2023-08-11 22:50:03,BERYL41,2,0
15,六翼,jdlldhs2020,2023-08-12 04:57:16,"
感恩
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,PANDATAI,pandatai,2023-08-09 23:00:26,"
 重開就卡這畫面 一直閃退 有人這樣?
",0,0
2,煙魈雲散,HBO7799967,2023-08-12 02:14:43,"
※ 引述《pandatai (PANDATAI)》之銘言我是只要玩命運螺旋 一段時間就會閃退
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,Meguis,Meguis,2023-08-11 23:05:13,"

",15,0
2,索爾,paiadins,2023-08-11 23:08:29,"
抽一個當分母.............................
",0,0
3,迪蘭斯,Kitelen,2023-08-11 23:20:30,"
抽
",0,0
4,鬼殺手,aa0212604139,2023-08-11 23:23:52,"
抽
",0,0
5,阿呂,a0930290988,2023-08-11 23:44:52,"
抽一個入坑理由
",0,0
6,無道罪龍,zzxx0417,2023-08-11 23:45:48,"
抽起來
",0,0
7,ＯＡＯ,jimmylin0607,2023-08-11 23:51:21,"
抽
",0,0
8,毗沙門天,leo0428,2023-08-12 00:00:18,"
抽
",0,0
9,N0710,n0710,2023-08-12 00:22:43,"
抽
",0,0
10,ANSON,ANSON0126,2023-08-12 00:34:34,"
抽
",0,0
11,如何丶,a52408008,2023-08-12 00:48:31,"
抽
",0,0
12,InTic3,Intic3,2023-08-12 01:14:28,"
抽
",0,0
13,克林眼鏡,Wayne883020,2023-08-12 01:28:01,"
抽
",0,0
14,草奶呆,yoj789789,2023-08-12 01:39:14,"
卡抽
",0,0
15,star,a0920249088a,2023-08-12 01:49:10,抽+1,0,0
16,ChevyFuFu,chevyfufu84,2023-08-12 01:56:01,"
想要
",0,0
17,葡萄lala,Huuhinter887,2023-08-12 01:56:59,"
抽
",0,0
18,hades,hadesdeath,2023-08-12 01:59:07,我只有麥莎+柯爾。90抽。不會刷帳號的我只能來碰碰運氣。,0,0
19,卡卡,qiyw888,2023-08-12 02:01:17,"
香  抽暴
",0,0
20,VansChief,sVIPmuz,2023-08-12 02:02:00,"
抽
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,皮小路,mc82110,2023-08-12 01:47:34,"
抽到角色沒用，還要羈絆全滿才能拿頭像..拜託開發組有腦一點啊..
",7,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,柚子,zx0950233,2023-08-11 23:01:07,"
大家會花寶石買體力嗎
",0,0
2,BTNY君,btny2g99y,2023-08-12 01:06:19,如果有課金的話，我覺得可以買1~2管的體力這樣進度會比別人快一點但隨著繼續購買下去，費用越來越高就不太划算了,0,0
3,四到八個英數字,sheep12234,2023-08-12 01:33:45,"
喝水就好  石頭是來抽老婆ㄉ
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,茄子,bambaa11,2023-08-11 23:40:20,"
布置家園左邊可以點感覺很多人不知道隨便點剛好點到...如圖
",19,0
2,BTNY君,btny2g99y,2023-08-12 00:26:03,"
雖然說布置功能對於提升戰力沒有很大的幫助頂多藉由提升溫馨值讓羈絆成長有加成不過能夠裝潢自己的傭兵團這點還是蠻可愛的XD
",1,0
3,Rwei,yuan201108,2023-08-12 01:21:57,"
原來可以布置喔@@但我也是對布置沒興趣的人畫風是滿可愛的可是這擺設沒互動滿可惜
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,皓月孤觴,jhmax0911,2023-08-12 00:45:55,"
請問布置家園的室外部份我只是想把另外三個腳色欄位放上去加羈絆找了老半天找不到請問是要繼續往後推才會解鎖嗎?還是其實這部分由一內容還沒實裝呢?
",3,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,愛情釀的酒與史奴比,snoopy320,2023-08-12 00:43:03,嗨！　各位好我是趴在木屋上的史努比封測過去這麼久終於公測了，這次一樣來分享一些攻略這次是屬於第四章節的支線解謎關卡，相信很多人第一次遇到也很苦惱我只會簡單的小畫家，依照步驟操作就可以囉！　還請各位別嫌棄Ｑ＿Ｑ首先是4-4-1關卡，簡單的開胃菜接下來是4-13-1關卡，開始上難度了！腦細胞開燒的4-13-2關卡，各位同學跟上有沒有脫隊的！　第一回合到這裡就結束了，接下來持續燒腦的第二回合～到這裡就結束啦！！　第四章節的全解答，祝福各位能拿到想要的武器、塔羅之語！可以的話給我個GP當支持喔！　有想要知道什麼其他關卡可以留言給我，我有空也會盡量製作解答的，祝福各位開荒順利，抽卡次次中SSR！,29,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,SeveNralDays,tom10622,2023-08-12 00:31:56,是每回合都會回20%嗎？還是只有站在火堆上才會回如果不是每回合都會可能選減傷了貝拉ㄌㄌ就是香,0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,noer,xscdvf1020,2023-08-12 00:08:08,"
想問如果一開始就是綁IOS 之後還可以綁定別的帳號給別人玩嗎因為雖然抽得不錯但有點沒動力玩謝謝
",1,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,瀧,t12345825,2023-08-11 20:24:53,"
首先，你必須先下載中文與日文的語音包在角色頁面中選擇右上角的羈絆(愛心圖示)點選右邊語音選擇下方日文勾選你想要的配音每一隻SSR都有中日文配音可以完全獨立自由切換然後有趣的事就來了進入戰鬥後你就會發現有些人說中文、有些人說日文的有趣現象聽起來真的挺搞笑的
",16,0
2,關心尼,tingtingcui,2023-08-12 00:05:34,"
感謝分享 我對中配是沒什麼興趣 聽慣日配但我很好奇你是怎麼突然發現這個小知識的XD?
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,皮癢養,soso84521,2023-08-12 00:05:18,"
剛玩沒多久，想問一下各位大大們這遊戲的領悟之力是不是會一直都很難拿?目前只知道能夠靠新手七日任務裡面拿到一個但其他的要怎麼獲得還是未知所以想問一下這物品之後有沒有其他的取得方式?如果真的都這麼難的話是不是點錯技能就沒救了?QQ
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,lemonteaK,ericl0322,2023-08-11 23:45:00,"
請問一下命運螺旋裡的庇護所中，所謂晶能回復是指甚麼？即是右下角水滴標誌的東西 (見下圖）一直以為當晶能回復滿時便能賜福但結果還是要等幾週 
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,eric.huang619@gmail.com,zien,2023-08-11 22:56:33,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=emllbg--&id=1,0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,漆黑之翼,t8806035,2023-08-11 22:46:20,https://prj.gamer.com.tw/2023/SwordofConvallaria/index.php?u=dDg4MDYwMzU-&id=1,0,18
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,Hugo,hugowan1109,2023-08-11 22:37:36,"SSR機率只有2%...刷首抽又太麻煩了...非洲酉長的我唯有研究有用的SR角色用了!以下是強力的SR角色推薦及分析文和影片:補師:1. 光輝侍女""天使""完善的補師技能，有加ＢＵＦＦ，有單補，有群補，有被動補。有魔防光環幫友軍加魔防。稱職的補師，奶量足夠。2. 藥劑師""志願者""優秀的個性可大機會救回瀕死的友軍，有單補，有被動補，也可放""再生""和""免傷""等強力ＢＵＦＦ，補血技大多是瞬發和被動，奶量略為不足，且沒有群補。有瞬發補血技，也有再生ＢＵＦＦ，適合持久戰，但建議要配其他友軍自身也有補血技的角色，因為沒群補且奶量略為不足。近戰打手:1. 佣兵""風暴神斧""優秀的個性，配合優秀的技能組，造就了這變態之角。個性加範圍攻擊力，且擊敗敵人後會追打一下自身範圍的攻擊（簡稱自轉）。她３階技有瞬發位移先造成傷害後，可再立即補普攻或技能，如成功尾刀又可自轉一下。３階另一技能是主動攻擊後又會自轉。５階有被動技，被人正／側面打又會自轉一下。７階是位移範圍技，衝入敵陣尾刀又能自轉。看到都暈，也強到暈。她本身攻擊力高，配合自轉，１打多沒難度，越級挑戰也可。建議其他友軍可幫拉怪聚一起，和打至敵人半血至殘血，給她尾刀以１打多。魔術師:1. 佣兵""炎之魔女""技能組簡單粗暴，有單體有群攻，７階大招有大範圍招式。個性加攻並有灼燒ＤＥＢＵＦＦ，對敵人做成傷害。行動結束會回血，算有保命技。2. 审判者:鞭笞主要是個性強，如造成傷害，會額外再次造成多一次傷害。如治療，則會額外再次治療。弓手:1. 光輝弩手""神恩""個性加攻，有３個ｂｕｆｆ再加傷害。技能全面，有擊退技，有範圍技，也有加ｂｕｆｆ技。另外光環是加２０％暴擊。打手或輔助都好用。突襲者:1. 王國之刃""紅隼移動力高輸出夠暴擊高，有保命技可閃避，擊敗敵人可再移動逃離現場。其他建議:1. 舞娘""蝴蝶""人體ｂｕｆｆ機，個性幫友軍可加ｂｕｆｆ，７階技幫友軍加傷害和附加生命汲取ｂｕｆｆ2. 魔禁個性降低魔傷，另外如３格內有敵人攻擊，可先制向他造成穿透傷害。７階技是法王國光環，法王國隊可選用。其他倒吊人，如不是組倒吊人隊或沒ｓｓｒ倒吊人不建議練，因為玩印記的，人數不多效果不佳。",28,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,shirokun,ilovelolii,2023-08-10 20:16:22,"
你有看見我的小貝拉嗎不..不 她沒有不見 只是她很可愛蘿莉賽高（霧
",20,6
2,關心尼,tingtingcui,2023-08-10 22:31:52,"
貝拉真的很可愛但我一直覺得她裡面穿的衣服很像睡衣(?)好想看她辮子放下來的模樣
",1,0
3,麥芽糖,meiyatan97,2023-08-11 05:08:10,"
超可愛還沒有出貨的我只能乾瞪眼XD不過我會先幫你叫警察杯杯的
",0,0
4,SportMas,zhbettychien,2023-08-11 21:44:41,"
貝拉真的太可愛拉！！第一眼就愛上了到現在自己都還沒看到他身影QQ
",0,0
5,黎德,e21010371,2023-08-11 21:49:13,"
一看就未成年 魔法少女
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
